Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice,Has Garage,Has Fireplace,Total Bath,Overall Score,Garage Score,Kitchen Score,House Age,Years Since Remodel,TotalSF,Neighborhood Rank,Log_SalePrice,Price Tier,Is High Price
1158,533125080,60,RL,86.5,9205,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,304.0,Gd,TA,PConc,Gd,TA,No,ALQ,704.0,Unf,0.0,226.0,930.0,GasA,Ex,Y,SBrkr,1364,1319,0,2683,1.0,0.0,2,1,4,1,Gd,9,Typ,2,Gd,Attchd,1990.0,RFn,2.0,473.0,TA,TA,Y,237,251,0,0,196,0,None,None,None,0,6,2008,WD ,Normal,290000,1,1,3.5,30,9,4,18,17,3613.0,26,12.577636201962656,High,1
2700,904100090,90,RL,120.0,11136,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Feedr,Duplex,1Story,6,5,1964,1964,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1921.0,1921.0,GasA,TA,Y,SBrkr,1921,0,0,1921,0.0,0.0,2,0,4,2,TA,8,Typ,0,None,Detchd,1964.0,Unf,2.0,576.0,TA,TA,Y,0,180,0,0,0,0,None,None,None,0,7,2006,WD ,Normal,150000,1,0,2.0,30,9,6,42,42,3842.0,7,11.918390573078392,Medium,0
872,907275140,20,RL,70.0,12782,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,HdBoard,HdBoard,BrkFace,164.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1360.0,Unf,0.0,462.0,1822.0,GasA,Ex,Y,SBrkr,1828,0,0,1828,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,523.0,TA,TA,Y,194,144,0,0,0,0,None,None,None,0,6,2009,WD ,Normal,279500,1,1,3.0,40,9,4,7,6,3650.0,19,12.540757571577291,High,1
1972,535477180,20,RL,60.0,6600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,110.0,BLQ,442.0,312.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1962.0,Unf,1.0,294.0,TA,TA,Y,58,0,0,0,0,0,None,None,None,0,12,2007,WD ,Normal,125500,1,0,1.0,25,9,3,45,45,1728.0,10,11.740061037553975,Low,0
1979,902110010,30,RM,56.0,3153,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1990,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,967.0,967.0,GasA,Gd,Y,SBrkr,967,0,0,967,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,1920.0,Unf,1.0,180.0,Fa,TA,N,0,0,26,0,0,0,None,None,None,0,7,2007,WD ,Normal,99900,1,1,1.0,30,6,3,87,17,1934.0,3,11.511924964636645,Low,0
11,527163010,60,RL,75.0,10000,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,763.0,763.0,GasA,Gd,Y,SBrkr,763,892,0,1655,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1993.0,Fin,2.0,440.0,TA,TA,Y,157,84,0,0,0,0,None,None,None,0,4,2010,WD ,Normal,175900,1,1,2.5,30,9,3,17,16,2418.0,14,12.077670930725649,Medium,0
2359,527378010,20,RL,80.0,10000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1974,Gable,CompShg,HdBoard,Plywood,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,ALQ,755.0,Unf,0.0,348.0,1103.0,GasA,TA,Y,SBrkr,1103,0,0,1103,0.0,0.0,2,0,3,1,TA,6,Typ,0,None,Attchd,1974.0,Unf,2.0,462.0,TA,TA,Y,295,84,0,0,0,0,None,GdWo,None,0,6,2006,WD ,Normal,155000,1,0,2.0,36,9,3,32,32,2206.0,15,11.951180395901384,Medium,0
2216,909276210,50,RL,110.0,7810,Pave,None,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,CompShg,AsbShng,CmentBd,None,0.0,TA,Gd,BrkTil,TA,Gd,No,GLQ,189.0,Unf,0.0,741.0,930.0,GasA,Ex,Y,SBrkr,1230,525,0,1755,0.0,0.0,2,0,4,1,Gd,7,Typ,1,TA,Detchd,1930.0,Unf,1.0,231.0,Fa,TA,Y,0,40,0,0,0,0,None,None,None,0,11,2007,WD ,Normal,188000,1,1,2.0,24,6,4,77,4,2685.0,17,12.144197241812087,Medium,0
2760,906392120,20,RL,78.0,11645,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,198.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1122.0,Unf,0.0,448.0,1570.0,GasA,Ex,Y,SBrkr,1590,0,0,1590,1.0,0.0,2,1,2,1,Ex,6,Typ,0,None,Attchd,2005.0,Fin,3.0,754.0,TA,TA,Y,176,80,0,0,0,0,None,None,None,0,8,2006,New,Partial,294900,1,0,3.5,40,9,5,1,0,3160.0,19,12.594391594803367,High,1
1835,533205110,120,FV,45.0,4379,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,851.0,Unf,0.0,527.0,1378.0,GasA,Ex,Y,SBrkr,1378,0,0,1378,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2004.0,Fin,2.0,540.0,TA,TA,Y,160,56,0,0,0,0,None,None,None,0,7,2007,WD ,Normal,214000,1,1,3.0,40,9,4,3,3,2756.0,21,12.273731294003989,High,1
794,905475160,20,RL,62.0,7440,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,173.0,Unf,0.0,916.0,1089.0,GasW,TA,Y,SBrkr,1089,0,0,1089,1.0,0.0,1,0,3,1,TA,5,Typ,1,Gd,Detchd,1954.0,RFn,1.0,252.0,TA,TA,P,328,0,0,0,0,0,None,MnPrv,None,0,9,2009,WD ,Normal,125000,1,1,2.0,30,9,3,55,55,2178.0,5,11.736069016284437,Low,0
1316,902306130,70,RM,60.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,TA,Ex,BrkTil,TA,TA,No,Rec,141.0,Unf,0.0,548.0,689.0,GasA,Ex,Y,SBrkr,689,689,0,1378,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1928.0,Unf,2.0,360.0,TA,TA,N,0,0,116,0,0,0,None,None,None,0,10,2008,WD ,Normal,161000,1,1,2.0,63,9,4,80,3,2067.0,3,11.9891596439666,Medium,0
755,903451090,70,RM,57.0,6876,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,5,1927,1950,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,Fa,No,BLQ,522.0,Unf,0.0,198.0,720.0,GasA,Fa,Y,SBrkr,1146,784,0,1930,1.0,0.0,2,0,4,1,TA,8,Typ,0,None,Attchd,1927.0,Unf,1.0,316.0,TA,TA,Y,0,0,213,0,0,0,None,MnPrv,None,0,8,2009,WD ,Normal,149000,1,0,3.0,30,9,3,82,59,2650.0,2,11.911701584927597,Medium,0
627,535125090,60,RL,85.0,13600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,BLQ,454.0,Unf,0.0,314.0,768.0,GasA,TA,Y,SBrkr,1186,800,0,1986,0.0,0.0,2,1,3,1,TA,7,Typ,3,Fa,Attchd,1965.0,Unf,2.0,486.0,TA,TA,Y,0,42,0,0,189,0,None,None,None,0,10,2009,WD ,Normal,205000,1,1,2.5,42,9,3,44,19,2754.0,10,12.230765258120545,High,1
95,533208090,160,FV,39.0,3515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,840.0,840.0,GasA,Ex,Y,SBrkr,840,840,0,1680,0.0,0.0,2,1,2,1,Gd,3,Typ,0,None,Attchd,2004.0,RFn,2.0,588.0,TA,TA,Y,0,111,0,0,0,0,None,None,None,0,1,2010,WD ,Normal,190000,1,0,2.5,35,9,4,6,6,2520.0,21,12.154779351142624,High,1
2769,907125020,85,RL,57.0,8846,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,298.0,Unf,0.0,572.0,870.0,GasA,Ex,Y,SBrkr,914,0,0,914,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1998.0,Unf,2.0,576.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2006,WD ,Normal,148000,1,0,1.0,25,9,3,10,10,1784.0,19,11.904967552746252,Medium,0
130,534450180,20,RL,50.0,7207,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,696.0,Unf,0.0,162.0,858.0,GasA,Gd,Y,SBrkr,858,0,0,858,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,117,0,0,0,0,0,None,None,None,0,2,2010,WD ,Normal,116500,0,0,2.0,35,0,3,52,2,1716.0,4,11.665646551987892,Low,0
1709,528150120,60,RL,99.0,12099,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,388.0,Gd,TA,PConc,Ex,TA,Av,GLQ,970.0,Unf,0.0,166.0,1136.0,GasA,Ex,Y,SBrkr,1136,1332,0,2468,1.0,0.0,2,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,2004.0,Fin,3.0,872.0,TA,TA,Y,184,154,0,0,0,0,None,None,None,0,6,2007,WD ,Normal,354000,1,1,3.5,40,9,4,3,3,3604.0,27,12.777052192115912,High,1
844,907180130,20,RL,78.0,10335,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,679.0,Unf,0.0,811.0,1490.0,GasA,Ex,Y,SBrkr,1501,0,0,1501,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,1999.0,RFn,2.0,577.0,TA,TA,Y,144,29,0,0,0,0,None,None,None,0,6,2009,WD ,Normal,204000,1,0,3.0,35,9,4,10,10,2991.0,19,12.225875272826354,High,1
324,923202105,20,RL,93.0,10114,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1430.0,1430.0,GasA,Ex,Y,SBrkr,1430,0,0,1430,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,2004.0,RFn,2.0,624.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,3,2010,WD ,Normal,173500,1,0,2.0,25,9,4,6,5,2860.0,12,12.063932878369052,Medium,0
2534,534201250,60,RL,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,2Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,300.0,TA,TA,CBlock,Gd,Fa,Mn,ALQ,361.0,Rec,483.0,56.0,900.0,GasA,Ex,Y,SBrkr,884,886,0,1770,1.0,0.0,1,1,4,1,TA,7,Typ,0,None,Attchd,1968.0,RFn,2.0,530.0,TA,TA,Y,0,60,0,0,270,0,None,None,Shed,455,6,2006,WD ,Normal,155000,1,0,2.5,25,9,3,38,38,2670.0,10,11.951180395901384,Medium,0
2354,527365010,60,FV,75.0,9512,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,788.0,Unf,0.0,172.0,960.0,GasA,Ex,Y,SBrkr,960,1358,0,2318,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Ex,BuiltIn,2005.0,Fin,2.0,541.0,TA,TA,Y,0,246,0,0,0,0,None,None,None,0,6,2006,New,Partial,294323,1,1,3.5,35,9,4,1,0,3278.0,21,12.592433082713933,High,1
1285,902100030,30,RM,30.0,5232,Pave,Grvl,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,1925,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,680.0,680.0,GasA,Gd,N,FuseP,764,0,0,764,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,1965.0,Unf,2.0,504.0,TA,TA,N,0,0,0,0,0,0,None,None,None,0,6,2008,WD ,Normal,73000,1,0,1.0,25,9,3,83,4,1444.0,3,11.198214720130528,Low,0
1672,527425140,20,RL,60.0,9000,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,616.0,Unf,0.0,248.0,864.0,GasA,TA,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1974.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,None,GdWo,None,0,5,2007,WD ,Normal,120500,1,0,1.0,24,9,3,36,36,1728.0,10,11.699405031912846,Low,0
2840,908275290,20,RL,60.0,16012,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,4,1954,1968,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,Rec,691.0,Unf,0.0,263.0,954.0,GasA,Ex,Y,SBrkr,1482,0,0,1482,0.0,1.0,2,0,3,1,TA,6,Min1,1,Gd,2Types,1956.0,Unf,2.0,609.0,TA,TA,Y,0,30,0,0,0,0,None,MnPrv,None,0,10,2006,WD ,Abnorml,125000,1,1,2.5,16,9,3,52,38,2436.0,5,11.736069016284437,Low,0
15,527182190,120,RL,60.0,6820,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368.0,BLQ,1120.0,0.0,1488.0,GasA,TA,Y,SBrkr,1502,0,0,1502,1.0,0.0,1,1,1,1,Gd,4,Typ,0,None,Attchd,1985.0,RFn,2.0,528.0,TA,TA,Y,0,54,0,0,140,0,None,None,None,0,6,2010,WD ,Normal,212000,1,0,2.5,40,9,4,25,25,2990.0,24,12.26434155365415,High,1
2871,909428110,190,RL,90.0,15750,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2fmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56.0,TA,TA,CBlock,TA,TA,Mn,BLQ,841.0,Unf,0.0,324.0,1165.0,GasA,TA,Y,SBrkr,1336,0,0,1336,1.0,0.0,1,0,2,1,TA,5,Typ,2,Gd,Attchd,1953.0,Unf,1.0,375.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,6,2006,WD ,Normal,157000,1,1,2.0,25,9,3,53,53,2501.0,17,11.964001084330445,Medium,0
948,914465040,50,RL,48.0,12822,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,1351.0,Unf,0.0,83.0,1434.0,GasA,Ex,Y,SBrkr,1518,631,0,2149,1.0,0.0,1,1,1,1,Gd,6,Typ,1,Ex,Attchd,2003.0,RFn,2.0,670.0,TA,TA,Y,168,43,0,0,198,0,None,None,None,0,8,2009,WD ,Abnorml,239686,1,1,2.5,35,9,4,6,6,3583.0,12,12.387085012375499,High,1
216,905101100,50,RL,54.0,6342,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,Gd,N,SBrkr,780,240,0,1020,0.0,0.0,1,0,2,1,TA,6,Typ,0,None,None,0.0,None,0.0,0.0,None,None,N,0,0,176,0,0,0,None,None,None,0,5,2010,WD ,Normal,94000,0,0,1.0,40,0,3,135,14,1800.0,7,11.451050061252142,Low,0
1901,534431020,45,RL,85.0,12172,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Unf,5,7,1940,1996,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,130.0,Rec,259.0,433.0,822.0,GasA,TA,Y,SBrkr,908,0,0,908,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,1975.0,Unf,2.0,512.0,TA,TA,Y,284,24,0,0,192,0,None,MnPrv,None,0,10,2007,WD ,Normal,138500,1,0,1.0,35,9,3,67,11,1730.0,10,11.83862560460953,Low,0
228,905107320,60,RL,72.0,11616,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,TA,TA,CBlock,TA,TA,Mn,Rec,438.0,Unf,0.0,234.0,672.0,GasA,TA,Y,SBrkr,672,714,0,1386,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Fin,2.0,440.0,TA,TA,Y,335,0,0,0,0,0,None,GdPrv,None,0,4,2010,WD ,Abnorml,158900,1,1,2.5,30,9,3,32,32,2058.0,7,11.976030352524807,Medium,0
2339,527250040,190,RL,100.0,34650,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Mn,Rec,1056.0,Unf,0.0,0.0,1056.0,GasA,TA,N,SBrkr,1056,0,0,1056,1.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,1955.0,Fin,2.0,572.0,TA,TA,Y,264,0,0,0,0,0,None,None,None,0,1,2006,WD ,Normal,145000,1,0,2.0,25,9,3,51,51,2112.0,14,11.884489021402711,Medium,0
1183,533350090,60,RL,80.0,24572,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,2Story,9,3,1977,1977,Mansard,CompShg,Wd Sdng,Wd Sdng,BrkFace,1050.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,410.0,Unf,0.0,584.0,994.0,GasA,TA,Y,SBrkr,1599,1345,0,2944,0.0,0.0,2,2,3,1,Gd,9,Typ,1,Gd,Attchd,1977.0,RFn,3.0,864.0,TA,TA,Y,140,70,16,0,0,0,None,None,None,0,6,2008,WD ,Family,150000,1,1,3.0,27,9,4,31,31,3938.0,23,11.918390573078392,Medium,0
1933,535302070,20,RL,60.0,10950,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,441.0,Unf,0.0,507.0,948.0,GasA,TA,Y,SBrkr,948,0,0,948,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1952.0,Unf,2.0,410.0,TA,TA,N,0,48,0,0,0,0,None,None,None,0,4,2007,WD ,Normal,125000,1,0,1.0,36,9,3,55,55,1896.0,10,11.736069016284437,Low,0
806,906223210,60,RL,80.0,9828,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,584.0,Unf,0.0,544.0,1128.0,GasA,Ex,Y,SBrkr,1142,878,0,2020,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1995.0,RFn,2.0,466.0,TA,TA,Y,0,155,0,0,0,0,None,None,None,0,6,2009,WD ,Normal,239500,1,1,2.5,40,9,4,14,14,3148.0,13,12.386308695833106,High,1
2094,906203140,60,RL,103.0,13125,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Ex,TA,Mn,BLQ,48.0,GLQ,634.0,422.0,1104.0,GasA,Ex,Y,SBrkr,912,1215,0,2127,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,1991.0,RFn,3.0,833.0,TA,TA,Y,72,192,224,0,0,0,None,GdPrv,None,0,11,2007,WD ,Normal,238000,1,1,3.5,35,9,4,16,16,3231.0,13,12.380025952653611,High,1
865,907252210,20,RL,70.0,11838,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,1753.0,1753.0,GasA,Ex,Y,SBrkr,1788,0,0,1788,0.0,0.0,2,0,3,1,Ex,7,Typ,1,TA,Attchd,2001.0,RFn,2.0,522.0,TA,TA,Y,202,151,0,0,0,0,None,None,None,0,6,2009,WD ,Normal,236500,1,1,2.0,40,9,5,8,8,3541.0,19,12.373703486914124,High,1
1866,534127140,85,RL,80.0,8723,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,SFoyer,6,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,BLQ,973.0,Unf,0.0,0.0,973.0,GasA,Ex,Y,SBrkr,1082,0,0,1082,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1969.0,Unf,2.0,480.0,TA,TA,Y,160,0,0,0,0,0,None,None,None,0,1,2007,WD ,Normal,162500,1,0,2.0,36,9,3,38,38,2055.0,15,11.998433280751929,Medium,0
1659,527359010,60,RL,90.0,11700,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,384.0,Rec,175.0,143.0,702.0,GasA,Gd,Y,SBrkr,1041,702,0,1743,0.0,1.0,1,2,3,1,TA,7,Typ,1,Gd,Attchd,1968.0,Unf,2.0,539.0,TA,TA,Y,224,0,0,0,0,0,None,None,None,0,6,2007,WD ,Normal,175000,1,1,2.5,36,9,3,39,39,2445.0,15,12.072541252905651,Medium,0
517,528456240,20,FV,75.0,7862,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,27.0,Unf,0.0,1191.0,1218.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,0.0,0.0,2,0,2,1,Gd,4,Typ,0,None,Attchd,2009.0,Fin,2.0,676.0,TA,TA,Y,0,102,0,0,0,0,None,None,None,0,9,2009,New,Partial,208300,1,0,2.0,30,9,4,0,0,2436.0,21,12.246734627249063,High,1
1546,910201130,50,RM,60.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,720.0,720.0,GasA,Gd,Y,SBrkr,760,330,0,1090,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Detchd,1940.0,Unf,1.0,240.0,TA,TA,Y,0,0,0,0,0,0,None,None,None,0,7,2008,WD ,Normal,120000,1,0,1.0,48,9,3,68,2,1810.0,2,11.695247021764184,Low,0
